Image,Coordonnees
image_666.png,"(44, 96, 159, 143)"
image_667.png,"(235, 352, 363, 573)"
image_668.png,"(312, 134, 500, 324)"
image_669.png,"(15, 135, 55, 216)"
image_670.png,"(262, 39, 302, 192)"
image_671.png,"(389, 351, 466, 459)"
image_672.png,"(179, 210, 278, 240)"
image_673.png,"(240, 114, 368, 326)"
image_674.png,"(0, 0, 0, 0)"
image_675.png,"(329, 77, 500, 207)"
image_676.png,"(77, 101, 128, 232)"
image_677.png,"(400, 321, 458, 325)"
image_678.png,"(164, 203, 373, 285)"
image_679.png,"(317, 260, 405, 340)"
image_680.png,"(290, 271, 325, 330)"
image_681.png,"(355, 380, 476, 439)"
image_682.png,"(89, 15, 159, 145)"
image_683.png,"(162, 281, 230, 383)"
image_684.png,"(25, 192, 183, 362)"
image_685.png,"(0, 0, 0, 0)"
image_686.png,"(139, 309, 190, 415)"
image_687.png,"(361, 166, 487, 259)"
image_688.png,"(299, 74, 465, 116)"
image_689.png,"(228, 240, 317, 346)"
image_690.png,"(295, 221, 425, 238)"
image_691.png,"(244, 181, 341, 205)"
image_692.png,"(0, 0, 0, 0)"
image_693.png,"(258, 246, 292, 284)"
image_694.png,"(317, 99, 386, 151)"
image_695.png,"(98, 151, 180, 197)"
image_696.png,"(363, 94, 424, 165)"
image_697.png,"(174, 114, 244, 200)"
image_698.png,"(24, 78, 98, 145)"
image_699.png,"(322, 161, 467, 352)"
image_700.png,"(129, 363, 335, 439)"
image_701.png,"(321, 54, 480, 201)"
image_702.png,"(194, 340, 326, 585)"
image_703.png,"(45, 311, 128, 366)"
image_704.png,"(306, 38, 394, 43)"
image_705.png,"(290, 44, 332, 93)"
image_706.png,"(140, 221, 217, 470)"
image_707.png,"(67, 173, 154, 267)"
image_708.png,"(62, 353, 249, 395)"
image_709.png,"(253, 241, 276, 334)"
image_710.png,"(0, 0, 0, 0)"
image_711.png,"(71, 336, 106, 340)"
image_712.png,"(101, 350, 234, 382)"
image_713.png,"(164, 291, 209, 366)"
image_714.png,"(257, 131, 347, 141)"
image_715.png,"(167, 209, 273, 217)"
image_716.png,"(0, 0, 0, 0)"
image_717.png,"(266, 150, 315, 180)"
image_718.png,"(284, 112, 340, 254)"
image_719.png,"(379, 252, 500, 408)"
image_720.png,"(0, 0, 0, 0)"
image_721.png,"(207, 206, 302, 329)"
image_722.png,"(303, 53, 468, 62)"
image_723.png,"(90, 96, 121, 142)"
image_724.png,"(346, 69, 500, 175)"
image_725.png,"(61, 24, 99, 82)"
image_726.png,"(214, 125, 282, 185)"
image_727.png,"(284, 244, 355, 292)"
image_728.png,"(0, 0, 0, 0)"
image_729.png,"(296, 212, 401, 376)"
image_730.png,"(17, 249, 100, 313)"
image_731.png,"(323, 6, 371, 83)"
image_732.png,"(382, 72, 454, 110)"
image_733.png,"(248, 58, 352, 163)"
image_734.png,"(338, 329, 387, 418)"
image_735.png,"(176, 273, 322, 333)"
image_736.png,"(351, 360, 395, 395)"
image_737.png,"(159, 289, 314, 310)"
image_738.png,"(0, 0, 0, 0)"
image_739.png,"(397, 316, 500, 351)"
image_740.png,"(241, 15, 383, 88)"
image_741.png,"(0, 0, 0, 0)"
image_742.png,"(399, 54, 429, 74)"
image_743.png,"(36, 146, 147, 253)"
image_744.png,"(387, 254, 500, 358)"
image_745.png,"(11, 178, 74, 184)"
image_746.png,"(125, 144, 203, 150)"
image_747.png,"(308, 59, 347, 183)"
image_748.png,"(74, 55, 177, 98)"
image_749.png,"(397, 19, 500, 280)"
image_750.png,"(51, 45, 90, 60)"
image_751.png,"(207, 398, 287, 460)"
image_752.png,"(134, 258, 179, 301)"
image_753.png,"(371, 384, 474, 547)"
image_754.png,"(117, 175, 192, 261)"
image_755.png,"(51, 76, 149, 104)"
image_756.png,"(59, 323, 180, 343)"
image_757.png,"(43, 50, 115, 143)"
image_758.png,"(212, 23, 375, 174)"
image_759.png,"(310, 52, 390, 110)"
image_760.png,"(311, 134, 374, 146)"
image_761.png,"(0, 0, 0, 0)"
image_762.png,"(57, 52, 107, 141)"
image_763.png,"(359, 393, 462, 488)"
image_764.png,"(383, 310, 500, 438)"
image_765.png,"(383, 173, 472, 261)"
image_766.png,"(160, 252, 194, 262)"
image_767.png,"(283, 70, 351, 113)"
image_768.png,"(159, 243, 268, 271)"
image_769.png,"(81, 131, 144, 200)"
image_770.png,"(257, 139, 350, 187)"
image_771.png,"(134, 223, 237, 276)"
image_772.png,"(324, 361, 376, 540)"
image_773.png,"(171, 326, 383, 555)"
image_774.png,"(77, 130, 148, 315)"
image_775.png,"(13, 62, 70, 226)"
image_776.png,"(183, 376, 339, 534)"
image_777.png,"(304, 210, 416, 332)"
image_778.png,"(189, 118, 335, 252)"
image_779.png,"(38, 242, 128, 358)"
image_780.png,"(272, 97, 339, 145)"
image_781.png,"(363, 340, 471, 503)"
image_782.png,"(0, 0, 0, 0)"
image_783.png,"(326, 366, 482, 554)"
image_784.png,"(192, 177, 334, 258)"
image_785.png,"(294, 311, 424, 398)"
image_786.png,"(169, 145, 228, 185)"
image_787.png,"(0, 0, 0, 0)"
image_788.png,"(78, 360, 156, 507)"
image_789.png,"(291, 331, 500, 499)"
image_790.png,"(371, 204, 449, 274)"
image_791.png,"(274, 55, 360, 202)"
image_792.png,"(377, 346, 433, 371)"
image_793.png,"(27, 189, 79, 328)"
image_794.png,"(209, 196, 253, 273)"
image_795.png,"(63, 385, 114, 404)"
image_796.png,"(286, 274, 500, 295)"
image_797.png,"(36, 154, 167, 219)"
image_798.png,"(281, 84, 433, 184)"
image_799.png,"(132, 59, 270, 92)"
image_800.png,"(328, 297, 471, 491)"
image_801.png,"(99, 128, 198, 169)"
image_802.png,"(319, 259, 378, 324)"
image_803.png,"(399, 14, 452, 102)"
image_804.png,"(0, 0, 0, 0)"
image_805.png,"(368, 175, 500, 504)"
image_806.png,"(297, 56, 354, 228)"
image_807.png,"(174, 11, 268, 66)"
image_808.png,"(362, 30, 500, 284)"
image_809.png,"(263, 247, 346, 301)"
image_810.png,"(391, 106, 484, 205)"
image_811.png,"(35, 159, 96, 261)"
image_812.png,"(0, 0, 0, 0)"
image_813.png,"(6, 162, 105, 234)"
image_814.png,"(164, 360, 257, 470)"
image_815.png,"(309, 320, 350, 395)"
image_816.png,"(97, 350, 271, 547)"
image_817.png,"(74, 120, 118, 183)"
image_818.png,"(236, 100, 326, 140)"
image_819.png,"(324, 131, 370, 165)"
image_820.png,"(246, 387, 368, 498)"
image_821.png,"(163, 179, 213, 193)"
image_822.png,"(173, 370, 318, 543)"
image_823.png,"(174, 201, 373, 264)"
image_824.png,"(72, 12, 155, 89)"
image_825.png,"(150, 188, 218, 519)"
image_826.png,"(190, 7, 266, 264)"
image_827.png,"(375, 196, 500, 213)"
image_828.png,"(158, 55, 202, 178)"
image_829.png,"(17, 308, 53, 376)"
image_830.png,"(51, 314, 111, 439)"
image_831.png,"(224, 167, 296, 205)"
image_832.png,"(322, 309, 423, 434)"
image_833.png,"(52, 89, 89, 137)"
image_834.png,"(348, 144, 446, 168)"
image_835.png,"(91, 385, 156, 471)"
image_836.png,"(92, 355, 152, 361)"
image_837.png,"(94, 323, 222, 466)"
image_838.png,"(23, 155, 74, 263)"
image_839.png,"(226, 32, 292, 99)"
image_840.png,"(255, 385, 297, 483)"
image_841.png,"(85, 201, 131, 208)"
image_842.png,"(330, 188, 369, 228)"
image_843.png,"(168, 138, 265, 240)"
image_844.png,"(53, 157, 108, 235)"
image_845.png,"(177, 152, 279, 274)"
image_846.png,"(368, 58, 452, 99)"
image_847.png,"(382, 178, 461, 262)"
image_848.png,"(173, 95, 240, 155)"
image_849.png,"(6, 69, 89, 73)"
image_850.png,"(128, 32, 170, 70)"
image_851.png,"(137, 326, 212, 575)"
image_852.png,"(0, 0, 0, 0)"
image_853.png,"(152, 279, 183, 288)"
image_854.png,"(0, 0, 0, 0)"
image_855.png,"(119, 333, 157, 405)"
image_856.png,"(86, 335, 161, 365)"
image_857.png,"(226, 311, 268, 328)"
image_858.png,"(256, 225, 306, 318)"
image_859.png,"(184, 107, 263, 235)"
image_860.png,"(250, 204, 296, 214)"
image_861.png,"(132, 146, 217, 161)"
image_862.png,"(0, 0, 0, 0)"
image_863.png,"(226, 397, 325, 500)"
image_864.png,"(140, 311, 184, 398)"
image_865.png,"(118, 345, 179, 487)"
image_866.png,"(148, 51, 246, 270)"
image_867.png,"(238, 380, 374, 439)"
image_868.png,"(23, 302, 146, 345)"
image_869.png,"(63, 346, 128, 362)"
image_870.png,"(230, 280, 393, 418)"
image_871.png,"(168, 65, 223, 73)"
image_872.png,"(182, 177, 224, 228)"
image_873.png,"(242, 77, 306, 136)"
image_874.png,"(157, 284, 222, 291)"
image_875.png,"(244, 91, 372, 135)"
image_876.png,"(325, 177, 359, 285)"
image_877.png,"(142, 69, 218, 157)"
image_878.png,"(365, 328, 463, 353)"
image_879.png,"(302, 25, 364, 104)"
image_880.png,"(25, 21, 112, 84)"
image_881.png,"(248, 335, 306, 388)"
image_882.png,"(284, 28, 382, 34)"
image_883.png,"(392, 254, 500, 410)"
image_884.png,"(367, 39, 427, 125)"
image_885.png,"(323, 397, 397, 413)"
image_886.png,"(354, 376, 495, 527)"
image_887.png,"(111, 162, 197, 195)"
image_888.png,"(262, 249, 329, 361)"
image_889.png,"(0, 0, 0, 0)"
image_890.png,"(146, 398, 303, 430)"
image_891.png,"(301, 36, 341, 102)"
image_892.png,"(283, 105, 317, 210)"
image_893.png,"(254, 248, 308, 306)"
image_894.png,"(19, 189, 133, 331)"
image_895.png,"(307, 169, 349, 176)"
image_896.png,"(223, 63, 332, 124)"
image_897.png,"(381, 300, 468, 409)"
image_898.png,"(315, 319, 445, 491)"
image_899.png,"(77, 344, 189, 373)"
image_900.png,"(35, 56, 120, 99)"
image_901.png,"(98, 5, 125, 74)"
image_902.png,"(307, 259, 376, 388)"
image_903.png,"(120, 391, 163, 530)"
image_904.png,"(2, 176, 183, 223)"
image_905.png,"(251, 303, 490, 529)"
image_906.png,"(50, 53, 111, 131)"
image_907.png,"(0, 0, 0, 0)"
image_908.png,"(160, 42, 317, 238)"
image_909.png,"(159, 380, 262, 546)"
image_910.png,"(39, 216, 126, 289)"
image_911.png,"(265, 42, 379, 166)"
image_912.png,"(206, 264, 374, 476)"
image_913.png,"(227, 369, 442, 403)"
image_914.png,"(244, 20, 426, 221)"
image_915.png,"(181, 360, 242, 548)"
image_916.png,"(85, 81, 166, 104)"
image_917.png,"(390, 298, 485, 327)"
image_918.png,"(154, 299, 248, 390)"
image_919.png,"(289, 306, 496, 560)"
image_920.png,"(361, 297, 448, 433)"
image_921.png,"(339, 318, 455, 351)"
image_922.png,"(155, 381, 218, 416)"
image_923.png,"(356, 62, 464, 179)"
image_924.png,"(114, 57, 246, 344)"
image_925.png,"(173, 374, 273, 412)"
image_926.png,"(82, 273, 220, 371)"
image_927.png,"(128, 117, 261, 216)"
image_928.png,"(177, 235, 336, 267)"
image_929.png,"(80, 334, 180, 626)"
image_930.png,"(117, 315, 212, 605)"
image_931.png,"(193, 92, 289, 207)"
image_932.png,"(219, 383, 293, 533)"
image_933.png,"(242, 38, 306, 198)"
image_934.png,"(368, 23, 474, 69)"
image_935.png,"(25, 363, 110, 407)"
image_936.png,"(289, 385, 443, 503)"
image_937.png,"(42, 398, 134, 417)"
image_938.png,"(285, 107, 448, 318)"
image_939.png,"(298, 9, 376, 26)"
image_940.png,"(310, 251, 370, 350)"
image_941.png,"(160, 369, 213, 482)"
image_942.png,"(317, 27, 412, 82)"
image_943.png,"(278, 373, 382, 559)"
image_944.png,"(144, 13, 237, 143)"
image_945.png,"(239, 169, 308, 190)"
image_946.png,"(195, 161, 220, 182)"
image_947.png,"(0, 0, 0, 0)"
image_948.png,"(0, 0, 0, 0)"
image_949.png,"(164, 146, 394, 250)"
image_950.png,"(52, 230, 123, 361)"
image_951.png,"(323, 184, 423, 209)"
image_952.png,"(287, 338, 364, 471)"
image_953.png,"(162, 137, 243, 434)"
image_954.png,"(108, 366, 183, 416)"
image_955.png,"(254, 208, 371, 269)"
image_956.png,"(116, 343, 172, 351)"
image_957.png,"(43, 136, 132, 308)"
image_958.png,"(306, 191, 389, 344)"
image_959.png,"(185, 61, 276, 69)"
image_960.png,"(192, 28, 287, 151)"
image_961.png,"(372, 32, 500, 285)"
image_962.png,"(27, 85, 65, 161)"
image_963.png,"(27, 174, 117, 252)"
image_964.png,"(4, 271, 115, 294)"
image_965.png,"(44, 174, 164, 237)"
image_966.png,"(167, 237, 264, 342)"
image_967.png,"(188, 317, 267, 368)"
image_968.png,"(399, 290, 500, 307)"
image_969.png,"(126, 6, 183, 224)"
image_970.png,"(0, 0, 0, 0)"
image_971.png,"(0, 0, 0, 0)"
image_972.png,"(173, 254, 206, 311)"
image_973.png,"(11, 270, 121, 333)"
image_974.png,"(92, 370, 128, 477)"
image_975.png,"(19, 280, 135, 303)"
image_976.png,"(372, 72, 428, 172)"
image_977.png,"(150, 39, 279, 98)"
image_978.png,"(134, 99, 186, 193)"
image_979.png,"(385, 3, 409, 79)"
image_980.png,"(372, 280, 500, 599)"
image_981.png,"(267, 245, 310, 267)"
image_982.png,"(0, 0, 0, 0)"
image_983.png,"(0, 0, 0, 0)"
image_984.png,"(373, 72, 437, 127)"
image_985.png,"(400, 253, 461, 293)"
image_986.png,"(162, 255, 315, 420)"
image_987.png,"(64, 125, 124, 212)"
image_988.png,"(247, 278, 355, 315)"
image_989.png,"(230, 373, 362, 440)"
image_990.png,"(233, 274, 319, 321)"
image_991.png,"(31, 399, 84, 515)"
image_992.png,"(391, 31, 421, 42)"
image_993.png,"(390, 76, 500, 121)"
image_994.png,"(219, 68, 319, 238)"
image_995.png,"(195, 162, 307, 264)"
image_996.png,"(181, 170, 244, 201)"
image_997.png,"(57, 74, 113, 80)"
image_998.png,"(107, 126, 139, 138)"
image_999.png,"(14, 126, 105, 170)"
image_1000.png,"(190, 363, 254, 474)"
image_1001.png,"(171, 342, 235, 379)"
image_1002.png,"(307, 266, 434, 456)"
image_1003.png,"(128, 319, 274, 436)"
image_1004.png,"(300, 395, 360, 462)"
image_1005.png,"(98, 339, 218, 455)"
image_1006.png,"(0, 0, 0, 0)"
image_1007.png,"(21, 209, 55, 290)"
image_1008.png,"(11, 276, 51, 307)"
image_1009.png,"(53, 313, 100, 426)"
image_1010.png,"(153, 144, 199, 243)"
image_1011.png,"(18, 334, 265, 362)"
image_1012.png,"(242, 258, 436, 445)"
image_1013.png,"(117, 126, 190, 183)"
image_1014.png,"(131, 241, 229, 270)"
image_1015.png,"(12, 288, 179, 470)"
image_1016.png,"(244, 391, 413, 513)"
image_1017.png,"(77, 385, 161, 408)"
image_1018.png,"(51, 60, 203, 302)"
image_1019.png,"(290, 49, 364, 133)"
image_1020.png,"(133, 118, 251, 138)"
image_1021.png,"(119, 15, 188, 39)"
image_1022.png,"(188, 265, 243, 289)"
image_1023.png,"(278, 201, 360, 303)"
image_1024.png,"(52, 350, 221, 463)"
image_1025.png,"(190, 346, 256, 471)"
image_1026.png,"(118, 63, 201, 80)"
image_1027.png,"(235, 180, 306, 295)"
image_1028.png,"(345, 261, 400, 309)"
image_1029.png,"(272, 167, 296, 240)"
image_1030.png,"(287, 371, 467, 537)"
image_1031.png,"(255, 69, 329, 104)"
image_1032.png,"(325, 372, 438, 467)"
image_1033.png,"(218, 151, 300, 322)"
image_1034.png,"(279, 23, 325, 86)"
image_1035.png,"(338, 135, 429, 233)"
image_1036.png,"(291, 6, 393, 117)"
image_1037.png,"(103, 204, 292, 410)"
image_1038.png,"(156, 156, 286, 279)"
image_1039.png,"(368, 327, 500, 414)"
image_1040.png,"(101, 233, 270, 408)"
image_1041.png,"(210, 109, 278, 192)"
image_1042.png,"(367, 17, 500, 207)"
image_1043.png,"(400, 357, 488, 400)"
image_1044.png,"(92, 179, 253, 327)"
image_1045.png,"(284, 68, 386, 86)"
image_1046.png,"(269, 151, 333, 174)"
image_1047.png,"(268, 172, 372, 330)"
image_1048.png,"(99, 112, 191, 142)"
image_1049.png,"(364, 221, 458, 251)"
image_1050.png,"(372, 64, 500, 157)"
image_1051.png,"(326, 296, 491, 531)"
image_1052.png,"(94, 262, 283, 483)"
image_1053.png,"(44, 156, 122, 262)"
image_1054.png,"(345, 173, 412, 360)"
image_1055.png,"(205, 290, 281, 320)"
image_1056.png,"(65, 47, 116, 77)"
image_1057.png,"(51, 283, 131, 295)"
image_1058.png,"(26, 23, 71, 85)"
image_1059.png,"(12, 199, 88, 352)"
image_1060.png,"(255, 236, 377, 291)"
image_1061.png,"(188, 247, 271, 347)"
image_1062.png,"(185, 40, 290, 49)"
image_1063.png,"(365, 105, 473, 248)"
image_1064.png,"(381, 397, 431, 481)"
image_1065.png,"(208, 319, 271, 393)"
image_1066.png,"(128, 163, 281, 326)"
image_1067.png,"(157, 219, 326, 321)"
image_1068.png,"(125, 107, 198, 129)"
image_1069.png,"(340, 111, 423, 240)"
image_1070.png,"(73, 251, 146, 331)"
image_1071.png,"(399, 352, 469, 484)"
image_1072.png,"(267, 211, 362, 298)"
image_1073.png,"(6, 216, 63, 304)"
image_1074.png,"(65, 67, 110, 109)"
image_1075.png,"(98, 115, 124, 166)"
image_1076.png,"(0, 0, 0, 0)"
image_1077.png,"(25, 157, 134, 287)"
image_1078.png,"(147, 325, 236, 372)"
image_1079.png,"(76, 22, 197, 91)"
image_1080.png,"(127, 170, 325, 268)"
image_1081.png,"(400, 26, 500, 60)"
image_1082.png,"(284, 68, 377, 258)"
image_1083.png,"(112, 281, 265, 406)"
image_1084.png,"(115, 311, 186, 424)"
image_1085.png,"(243, 267, 330, 390)"
image_1086.png,"(93, 222, 216, 313)"
image_1087.png,"(14, 388, 130, 539)"
image_1088.png,"(213, 209, 265, 219)"
image_1089.png,"(2, 338, 115, 400)"
image_1090.png,"(113, 400, 158, 504)"
image_1091.png,"(87, 180, 137, 199)"
image_1092.png,"(282, 104, 400, 395)"
image_1093.png,"(34, 247, 120, 307)"
image_1094.png,"(384, 227, 481, 327)"
image_1095.png,"(301, 72, 433, 123)"
image_1096.png,"(222, 386, 336, 424)"
image_1097.png,"(227, 244, 307, 314)"
image_1098.png,"(358, 2, 436, 124)"
image_1099.png,"(365, 70, 453, 248)"
image_1100.png,"(0, 0, 0, 0)"
image_1101.png,"(256, 82, 331, 200)"
image_1102.png,"(325, 128, 371, 169)"
image_1103.png,"(210, 188, 325, 325)"
image_1104.png,"(30, 96, 110, 315)"
image_1105.png,"(340, 22, 495, 235)"
image_1106.png,"(377, 12, 449, 184)"
image_1107.png,"(252, 249, 338, 380)"
image_1108.png,"(152, 371, 228, 468)"
image_1109.png,"(365, 215, 417, 271)"
image_1110.png,"(328, 120, 352, 173)"
image_1111.png,"(91, 345, 143, 378)"
image_1112.png,"(259, 88, 309, 100)"
image_1113.png,"(381, 141, 500, 284)"
image_1114.png,"(323, 181, 396, 273)"
image_1115.png,"(204, 152, 271, 188)"
image_1116.png,"(383, 154, 462, 387)"
image_1117.png,"(11, 384, 199, 435)"
image_1118.png,"(65, 76, 96, 106)"
image_1119.png,"(0, 0, 0, 0)"
image_1120.png,"(384, 192, 500, 290)"
image_1121.png,"(44, 77, 232, 217)"
image_1122.png,"(254, 389, 384, 452)"
image_1123.png,"(259, 355, 387, 381)"
image_1124.png,"(167, 92, 211, 187)"
image_1125.png,"(136, 179, 248, 349)"
image_1126.png,"(7, 304, 47, 327)"
image_1127.png,"(102, 331, 126, 336)"
image_1128.png,"(0, 0, 0, 0)"
image_1129.png,"(161, 385, 216, 407)"
image_1130.png,"(300, 138, 415, 248)"
image_1131.png,"(0, 0, 0, 0)"
image_1132.png,"(85, 331, 212, 460)"
image_1133.png,"(128, 180, 309, 213)"
image_1134.png,"(337, 62, 500, 72)"
image_1135.png,"(296, 4, 403, 194)"
image_1136.png,"(166, 356, 237, 461)"
image_1137.png,"(284, 39, 332, 87)"
image_1138.png,"(222, 220, 317, 270)"
image_1139.png,"(87, 383, 220, 411)"
image_1140.png,"(173, 53, 248, 84)"
image_1141.png,"(360, 392, 409, 489)"
image_1142.png,"(209, 240, 265, 317)"
image_1143.png,"(397, 328, 443, 371)"
image_1144.png,"(5, 154, 130, 287)"
image_1145.png,"(373, 263, 500, 552)"
image_1146.png,"(92, 309, 140, 395)"
image_1147.png,"(118, 69, 248, 79)"
image_1148.png,"(383, 323, 500, 440)"
image_1149.png,"(297, 369, 374, 506)"
image_1150.png,"(326, 300, 500, 423)"
image_1151.png,"(80, 353, 118, 421)"
image_1152.png,"(244, 224, 337, 394)"
image_1153.png,"(135, 140, 283, 303)"
image_1154.png,"(39, 33, 273, 191)"
image_1155.png,"(356, 126, 500, 144)"
image_1156.png,"(186, 145, 303, 171)"
image_1157.png,"(287, 221, 372, 328)"
image_1158.png,"(169, 363, 287, 415)"
image_1159.png,"(89, 121, 273, 211)"
image_1160.png,"(306, 370, 393, 507)"
image_1161.png,"(164, 165, 220, 244)"
image_1162.png,"(132, 217, 208, 367)"
image_1163.png,"(314, 37, 368, 130)"
image_1164.png,"(201, 363, 268, 439)"
image_1165.png,"(292, 349, 345, 362)"
image_1166.png,"(291, 312, 459, 462)"
image_1167.png,"(115, 57, 181, 112)"
image_1168.png,"(159, 201, 232, 251)"
image_1169.png,"(272, 35, 308, 116)"
image_1170.png,"(336, 133, 475, 305)"
image_1171.png,"(16, 393, 101, 483)"
image_1172.png,"(295, 290, 445, 522)"
image_1173.png,"(38, 286, 152, 387)"
image_1174.png,"(186, 186, 257, 222)"
image_1175.png,"(388, 328, 500, 385)"
image_1176.png,"(22, 216, 81, 304)"
image_1177.png,"(89, 119, 186, 128)"
image_1178.png,"(309, 1, 416, 55)"
image_1179.png,"(57, 389, 250, 487)"
image_1180.png,"(87, 386, 258, 472)"
image_1181.png,"(172, 242, 310, 409)"
image_1182.png,"(237, 372, 361, 423)"
image_1183.png,"(45, 296, 154, 472)"
image_1184.png,"(250, 393, 313, 435)"
image_1185.png,"(9, 358, 125, 452)"
image_1186.png,"(195, 130, 244, 233)"
image_1187.png,"(167, 298, 237, 339)"
image_1188.png,"(0, 0, 0, 0)"
image_1189.png,"(398, 209, 479, 456)"
image_1190.png,"(7, 31, 102, 135)"
image_1191.png,"(236, 394, 301, 433)"
image_1192.png,"(85, 127, 189, 138)"
image_1193.png,"(352, 71, 406, 103)"
image_1194.png,"(119, 51, 212, 147)"
image_1195.png,"(157, 342, 217, 462)"
image_1196.png,"(371, 381, 449, 390)"
image_1197.png,"(60, 77, 171, 122)"
image_1198.png,"(390, 202, 489, 359)"
image_1199.png,"(98, 196, 131, 266)"
image_1200.png,"(71, 128, 144, 174)"
image_1201.png,"(304, 227, 368, 267)"
image_1202.png,"(125, 264, 185, 282)"
image_1203.png,"(355, 239, 397, 285)"
image_1204.png,"(358, 135, 399, 204)"
image_1205.png,"(150, 229, 211, 275)"
image_1206.png,"(186, 145, 236, 316)"
image_1207.png,"(236, 311, 340, 440)"
image_1208.png,"(0, 0, 0, 0)"
image_1209.png,"(130, 225, 230, 379)"
image_1210.png,"(129, 353, 213, 435)"
image_1211.png,"(236, 139, 348, 157)"
image_1212.png,"(74, 268, 288, 336)"
image_1213.png,"(192, 250, 292, 382)"
image_1214.png,"(193, 176, 255, 195)"
image_1215.png,"(268, 15, 344, 92)"
image_1216.png,"(275, 51, 449, 149)"
image_1217.png,"(351, 49, 435, 141)"
image_1218.png,"(251, 319, 309, 337)"
image_1219.png,"(352, 350, 471, 566)"
image_1220.png,"(40, 164, 171, 455)"
image_1221.png,"(365, 24, 409, 59)"
image_1222.png,"(329, 11, 408, 74)"
image_1223.png,"(116, 125, 247, 235)"
image_1224.png,"(102, 45, 192, 68)"
image_1225.png,"(5, 383, 58, 496)"
image_1226.png,"(0, 0, 0, 0)"
image_1227.png,"(149, 353, 223, 556)"
image_1228.png,"(365, 52, 433, 157)"
image_1229.png,"(182, 315, 268, 328)"
image_1230.png,"(140, 255, 176, 309)"
image_1231.png,"(347, 274, 442, 360)"
image_1232.png,"(0, 0, 0, 0)"
image_1233.png,"(347, 22, 470, 193)"
image_1234.png,"(225, 221, 323, 231)"
image_1235.png,"(271, 213, 314, 306)"
image_1236.png,"(196, 325, 289, 504)"
image_1237.png,"(394, 394, 500, 630)"
image_1238.png,"(40, 131, 130, 227)"
image_1239.png,"(274, 55, 345, 135)"
image_1240.png,"(49, 266, 151, 330)"
image_1241.png,"(268, 125, 338, 215)"
image_1242.png,"(298, 320, 412, 410)"
image_1243.png,"(57, 296, 141, 306)"
image_1244.png,"(259, 229, 313, 240)"
image_1245.png,"(98, 359, 136, 450)"
image_1246.png,"(171, 392, 263, 543)"
image_1247.png,"(346, 339, 500, 413)"
image_1248.png,"(397, 347, 500, 363)"
image_1249.png,"(39, 282, 139, 399)"
image_1250.png,"(150, 45, 296, 258)"
image_1251.png,"(175, 262, 210, 291)"
image_1252.png,"(0, 0, 0, 0)"
image_1253.png,"(160, 70, 210, 175)"
image_1254.png,"(33, 87, 125, 215)"
image_1255.png,"(59, 218, 112, 393)"
image_1256.png,"(23, 65, 196, 220)"
image_1257.png,"(0, 0, 0, 0)"
image_1258.png,"(289, 361, 346, 402)"
image_1259.png,"(176, 12, 219, 95)"
image_1260.png,"(309, 23, 371, 245)"
image_1261.png,"(23, 155, 135, 257)"
image_1262.png,"(274, 222, 329, 406)"
image_1263.png,"(270, 33, 310, 113)"
image_1264.png,"(352, 299, 438, 421)"
image_1265.png,"(362, 255, 470, 263)"
image_1266.png,"(0, 0, 0, 0)"
image_1267.png,"(118, 172, 175, 260)"
image_1268.png,"(332, 25, 493, 203)"
image_1269.png,"(193, 383, 346, 532)"
image_1270.png,"(312, 199, 469, 361)"
image_1271.png,"(279, 214, 389, 245)"
image_1272.png,"(0, 0, 0, 0)"
image_1273.png,"(236, 209, 362, 319)"
image_1274.png,"(295, 144, 422, 225)"
image_1275.png,"(237, 354, 319, 551)"
image_1276.png,"(266, 393, 333, 422)"
image_1277.png,"(183, 46, 277, 150)"
image_1278.png,"(274, 81, 350, 135)"
image_1279.png,"(122, 28, 232, 103)"
image_1280.png,"(192, 68, 251, 133)"
image_1281.png,"(261, 127, 348, 189)"
image_1282.png,"(94, 83, 160, 118)"
image_1283.png,"(191, 392, 339, 613)"
image_1284.png,"(0, 0, 0, 0)"
image_1285.png,"(383, 225, 500, 255)"
image_1286.png,"(154, 60, 331, 163)"
image_1287.png,"(108, 113, 350, 462)"
image_1288.png,"(145, 343, 255, 448)"
image_1289.png,"(0, 0, 0, 0)"
image_1290.png,"(195, 309, 350, 454)"
image_1291.png,"(155, 146, 200, 269)"
image_1292.png,"(310, 147, 484, 344)"
image_1293.png,"(106, 258, 168, 340)"
image_1294.png,"(70, 344, 192, 412)"
image_1295.png,"(61, 223, 115, 283)"
image_1296.png,"(31, 317, 166, 573)"
image_1297.png,"(58, 245, 193, 415)"
image_1298.png,"(288, 177, 324, 222)"
image_1299.png,"(72, 367, 209, 618)"
image_1300.png,"(86, 180, 157, 300)"
image_1301.png,"(169, 373, 327, 463)"
image_1302.png,"(215, 55, 251, 65)"
image_1303.png,"(103, 173, 146, 217)"
image_1304.png,"(327, 104, 396, 121)"
image_1305.png,"(0, 0, 0, 0)"
image_1306.png,"(114, 161, 156, 256)"
image_1307.png,"(25, 289, 77, 391)"
image_1308.png,"(46, 38, 128, 59)"
image_1309.png,"(163, 190, 297, 336)"
image_1310.png,"(25, 126, 207, 336)"
image_1311.png,"(62, 103, 173, 221)"
image_1312.png,"(282, 215, 349, 301)"
image_1313.png,"(314, 343, 369, 388)"
image_1314.png,"(0, 0, 0, 0)"
image_1315.png,"(291, 9, 368, 93)"
image_1316.png,"(101, 251, 202, 280)"
